"","Date","BirdID","TimeStamp","How","What","WhatAsEnteredByExperimenter","HumanFood","TotalTimeInView","LocationOfFocal","DistanceToHumanFoodSource","NumberHumanFood","Population","FocalID","Notes","CaloriesPer100g","Phi","Lambda"
"361","2020-03-02","Uva","9:26:12","flip","vegetation","leaf","No",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"leaf",15,NA,NA
"362","2020-03-03","Burrito","10:19:32","eat","cat food","cat food","Yes",896,"33.4220, -111.9354",48.37,"10","AZ",87,"",436,0.08189,2.20602
"363","2020-03-03","Burrito","10:20:54","break into pieces","cat food","cat food","Yes",896,"33.4220, -111.9354",48.37,"10","AZ",87,"",436,0.08189,2.20602
"364","2020-03-03","Burrito","10:23:02","eat","food crumbs","food crumbs","Yes",896,"33.4220, -111.9354",48.37,"10","AZ",87,"",319,0.08189,2.20602
"365","2020-03-03","Burrito","10:27:53","break into pieces","cat food","cat food","Yes",896,"33.4220, -111.9354",48.37,"10","AZ",87,"",436,0.08189,2.20602
"366","2020-03-03","Burrito","10:29:23","break into pieces","cat food","cat food","Yes",896,"33.4220, -111.9354",48.37,"10","AZ",87,"",436,0.08189,2.20602
"367","2020-03-03","Chilaquile","10:48:32","gape","vegetation","grass","No",896,"33.4180, -111.9367",42.98,"9","AZ",88,"grass",15,0.07163,2.82868
"368","2020-03-03","Chilaquile","10:51:12","gape","vegetation","grass","No",896,"33.4180, -111.9367",42.98,"9","AZ",88,"grass",15,0.07163,2.82868
"369","2020-03-03","Chilaquile","10:53:58","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"370","2020-03-03","Chilaquile","10:55:23","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"371","2020-03-03","Chilaquile","10:55:31","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"372","2020-03-03","Chilaquile","10:56:38","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"373","2020-03-03","Chilaquile","10:56:54","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"374","2020-03-03","Chilaquile","10:57:09","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"375","2020-03-03","Chilaquile","10:57:22","dunk in water","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"376","2020-03-03","Chilaquile","10:58:17","eat","cat food","cat food","Yes",896,"33.4180, -111.9367",42.98,"9","AZ",88,"",436,0.07163,2.82868
"377","2020-03-15","Burrito","7:43:32","eat","food crumbs","food crumbs","Yes",900,"33.4218, -111.9369",121.47,"10","AZ",89,"unknown crumbs",319,0.08189,2.20602
"378","2020-03-15","Burrito","7:44:23","eat","food crumbs","food crumbs","Yes",900,"33.4218, -111.9369",121.47,"10","AZ",89,"unknown crumbs",319,0.08189,2.20602
"379","2020-03-15","Burrito","7:45:00","flip","fruit","date","Yes",900,"33.4218, -111.9369",121.47,"10","AZ",89,"date",52,0.08189,2.20602
"380","2020-03-15","Burrito","7:45:09","break into pieces","fruit","date","Yes",900,"33.4218, -111.9369",121.47,"10","AZ",89,"date",52,0.08189,2.20602
"381","2020-03-15","Burrito","7:45:19","gape","fruit","date","Yes",900,"33.4218, -111.9369",121.47,"10","AZ",89,"date",52,0.08189,2.20602
"382","2020-03-15","Burrito","7:47:19","eat","unknown","unknown","unknown",900,"33.4218, -111.9369",121.47,"10","AZ",89,"",NA,0.08189,2.20602
"383","2020-03-15","Burrito","7:47:46","eat","unknown","unknown","unknown",900,"33.4218, -111.9369",121.47,"10","AZ",89,"",NA,0.08189,2.20602
"384","2020-03-15","Chilaquile","9:11:17","stalk catch","insect","bug","No",809,"33.4196, -111.9366",69.33,"9","AZ",90,"bug",276,0.07163,2.82868
"385","2020-03-15","Chilaquile","9:11:31","stalk catch","insect","bug","No",809,"33.4196, -111.9366",69.33,"9","AZ",90,"bug",276,0.07163,2.82868
"386","2020-03-15","Chilaquile","9:12:52","eat","unknown","unknown","unknown",809,"33.4196, -111.9366",69.33,"9","AZ",90,"",NA,0.07163,2.82868
"387","2020-03-15","Chilaquile","9:13:33","eat","unknown","unknown","unknown",809,"33.4196, -111.9366",69.33,"9","AZ",90,"",NA,0.07163,2.82868
"388","2020-03-15","Chilaquile","9:13:52","break into pieces","fruit","date","Yes",809,"33.4196, -111.9366",69.33,"9","AZ",90,"date",52,0.07163,2.82868
"389","2020-03-15","Chilaquile","9:14:03","eat","fruit","date","Yes",809,"33.4196, -111.9366",69.33,"9","AZ",90,"date",52,0.07163,2.82868
"390","2020-03-15","Chilaquile","9:14:22","eat","fruit","date","Yes",809,"33.4196, -111.9366",69.33,"9","AZ",90,"date",52,0.07163,2.82868
"391","2020-03-15","Concha","8:37:15","eat","carcass","bird carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"bird carcass",217,NA,NA
"392","2020-03-15","Concha","8:38:21","break into pieces","carcass","carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"",217,NA,NA
"393","2020-03-15","Concha","8:38:44","gape","carcass","carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"",217,NA,NA
"394","2020-03-15","Concha","8:39:03","gape","carcass","carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"",217,NA,NA
"395","2020-03-15","Concha","8:39:11","eat","carcass","carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"",217,NA,NA
"396","2020-03-15","Concha","8:39:22","gape","carcass","carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"",217,NA,NA
"397","2020-03-15","Concha","8:41:21","break into pieces","carcass","carcass","No",1693,"33.4208, -111.9363",16.57,"7","AZ",91,"",217,NA,NA
"398","2020-03-16","Chile","10:35:01","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"399","2020-03-16","Chile","10:35:09","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"400","2020-03-16","Chile","10:35:13","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"401","2020-03-16","Chile","10:35:15","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"402","2020-03-16","Chile","10:35:16","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"403","2020-03-16","Chile","10:35:24","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"404","2020-03-16","Chile","10:35:43","eat","cat food","cat food","Yes",900,"33.4206, -111.9295",75.86,"7","AZ",92,"",436,NA,NA
"405","2020-03-16","Elote","8:22:39","eat","grains","bread","Yes",166,"33.4213, -111.9360",46.63,"7","AZ",93,"bread",319,NA,NA
"406","2020-03-22","Chimichanga","11:29:34","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"407","2020-03-22","Chimichanga","11:30:12","break into pieces","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"408","2020-03-22","Chimichanga","11:30:20","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"409","2020-03-22","Chimichanga","11:30:29","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"410","2020-03-22","Chimichanga","11:30:40","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"411","2020-03-22","Chimichanga","11:30:55","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"412","2020-03-22","Chimichanga","11:31:00","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"413","2020-03-22","Chimichanga","11:31:01","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"414","2020-03-22","Chimichanga","11:31:08","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"415","2020-03-22","Chimichanga","11:31:11","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"416","2020-03-22","Chimichanga","11:31:18","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"417","2020-03-22","Chimichanga","11:31:21","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"418","2020-03-22","Chimichanga","11:31:32","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"419","2020-03-22","Chimichanga","11:31:54","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"420","2020-03-22","Chimichanga","11:32:51","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"421","2020-03-22","Chimichanga","11:33:01","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"422","2020-03-22","Chimichanga","11:34:05","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"423","2020-03-22","Chimichanga","11:34:32","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"424","2020-03-22","Chimichanga","11:35:13","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"425","2020-03-22","Chimichanga","11:35:54","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"426","2020-03-22","Chimichanga","11:36:45","eat","seed","seed","unknown",814,"33.4236, -111.9353",49.34,"23","AZ",94,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"427","2020-03-22","Chimichanga","11:36:50","gape","vegetation","leaf","No",814,"33.4236, -111.9353",49.34,"23","AZ",94,"leaf",15,NA,NA
"428","2020-03-22","Chimichanga","11:38:43","eat","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"429","2020-03-22","Chimichanga","11:38:53","break into pieces","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"430","2020-03-22","Chimichanga","11:39:07","eat","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"431","2020-03-22","Chimichanga","11:39:30","eat","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"432","2020-03-22","Chimichanga","11:41:21","break into pieces","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"433","2020-03-22","Chimichanga","11:42:52","break into pieces","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"434","2020-03-22","Chimichanga","11:43:08","break into pieces","candy","candy","Yes",814,"33.4236, -111.9353",49.34,"23","AZ",94,"",460,NA,NA
"435","2020-03-22","Huachinango","11:54:37","eat","food crumbs","food crumbs","Yes",888,"33.4218, -111.9351",86.99,"6","AZ",95,"",319,NA,NA
"436","2020-03-24","Azucara","8:53:33","stalk catch","insect","bug","No",1763,"33.4127, -111.9272",120.74,"3","AZ",96,"bug",276,NA,NA
"437","2020-03-24","Azucara","8:54:47","eat","fruit","platana","No",1763,"33.4127, -111.9272",120.74,"3","AZ",96,"platana",52,NA,NA
"438","2020-03-24","Azucara","8:59:04","lift or nudge","soil","dirt","No",1763,"33.4127, -111.9272",120.74,"3","AZ",96,"dirt",1,NA,NA
"439","2020-03-24","Paella","8:28:02","eat","candy","red gummy candy","Yes",710,"33.4222, -111.9257",25.01,"3","AZ",97,"red gummy candy",460,NA,NA
"440","2020-03-24","Paella","8:28:41","eat","vegetation","grass","No",710,"33.4222, -111.9257",25.01,"3","AZ",97,"grass",15,NA,NA
"441","2020-03-31","Lechuga","13:14:01","eat","grains","bread","Yes",580,"33.4205, -111.9266",56.11,"3","AZ",98,"bread",319,NA,NA
"442","2020-03-31","Lechuga","13:16:07","break into pieces","grains","bread","Yes",580,"33.4205, -111.9266",56.11,"3","AZ",98,"bread",319,NA,NA
"443","2020-03-31","Lechuga","13:16:38","break into pieces","grains","bread","Yes",580,"33.4205, -111.9266",56.11,"3","AZ",98,"bread",319,NA,NA
"444","2020-03-31","Lechuga","13:16:43","eat","grains","bread","Yes",580,"33.4205, -111.9266",56.11,"3","AZ",98,"bread",319,NA,NA
"445","2020-03-31","Nacho","13:58:22","eat","unknown","unknown","Yes",510,"33.4207, -111.9291",112.52,"5","AZ",99,"Human food",NA,NA,NA
"446","2020-03-31","Nacho","13:59:08","break into pieces","unknown","unknown","Yes",510,"33.4207, -111.9291",112.52,"5","AZ",99,"Human food",NA,NA,NA
"447","2020-03-31","Nacho","13:59:35","eat","unknown","unknown","Yes",510,"33.4207, -111.9291",112.52,"5","AZ",99,"Human food",NA,NA,NA
"448","2020-04-02","Calabazo","15:08:59","eat","insect","bug","No",760,"33.4103, -111.9346",613.35,"2","AZ",100,"bug",276,NA,NA
"449","2020-04-02","Calabazo","15:10:39","eat","insect","bug","No",760,"33.4103, -111.9346",613.35,"2","AZ",100,"bug",276,NA,NA
"450","2020-04-08","Morada","7:48:40","eat","insect","bug","No",885,"33.4202, -111.9359",71.39,"10","AZ",101,"bug",276,NA,NA
"451","2020-04-08","Morada","7:48:57","stalk catch","insect","bug","No",885,"33.4202, -111.9359",71.39,"10","AZ",101,"bug",276,NA,NA
"452","2020-04-08","Morada","7:52:26","eat","insect","bug","No",885,"33.4202, -111.9359",71.39,"10","AZ",101,"bug",276,NA,NA
"453","2020-04-08","Morada","7:52:46","eat","insect","bug","No",885,"33.4202, -111.9359",71.39,"10","AZ",101,"bug",276,NA,NA
"454","2020-04-08","Tomatillo","10:33:15","eat","grains","bread","Yes",774,"33.4194, -111.9265",108.52,"2","AZ",102,"bread",319,0.04516,4.30384
"455","2020-04-08","Tomatillo","10:33:58","eat","grains","bread","Yes",774,"33.4194, -111.9265",108.52,"2","AZ",102,"bread",319,0.04516,4.30384
"456","2020-04-08","Tomatillo","10:34:40","eat","grains","bread","Yes",774,"33.4194, -111.9265",108.52,"2","AZ",102,"bread",319,0.04516,4.30384
"457","2020-04-08","Tomatillo","10:35:10","eat","grains","bread","Yes",774,"33.4194, -111.9265",108.52,"2","AZ",102,"bread",319,0.04516,4.30384
"458","2020-04-08","Tomatillo","10:36:24","eat","grains","bread","Yes",774,"33.4194, -111.9265",108.52,"2","AZ",102,"bread",319,0.04516,4.30384
"459","2020-04-08","Tomatillo","10:36:49","break into pieces","grains","bread","Yes",774,"33.4194, -111.9265",108.52,"2","AZ",102,"bread",319,0.04516,4.30384
"460","2020-04-09","Diablo","13:16:42","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"461","2020-04-09","Diablo","13:17:25","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"462","2020-04-09","Diablo","13:17:59","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"463","2020-04-09","Diablo","13:21:41","eat","unknown","unknown","unknown",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow",NA,0.07797,3.14878
"464","2020-04-09","Diablo","13:22:49","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"465","2020-04-09","Diablo","13:26:08","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"466","2020-04-09","Diablo","13:26:14","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"467","2020-04-09","Diablo","13:26:36","stalk catch","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"468","2020-04-09","Diablo","13:26:49","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"469","2020-04-09","Diablo","13:26:57","eat","insect","bug","No",900,NA,NA,"3","AZ",103,"Location data presumed lost - no information on location of follow; bug ",276,0.07797,3.14878
"470","2020-04-09","Pupusa","12:45:17","eat","insect","bug","No",1139,"33.4186, -111.9268",130.53,"2","AZ",104,"bug",276,NA,NA
"471","2020-04-09","Pupusa","12:46:44","stalk catch","unknown","unknown","unknown",1139,"33.4186, -111.9268",130.53,"2","AZ",104,"",NA,NA,NA
"472","2020-04-13","Huachinango","10:53:40","eat","fruit","berry","No",790,"33.4218, -111.9362",22.58,"6","AZ",105,"berry",52,NA,NA
"473","2020-04-13","Huachinango","10:54:10","eat","fruit","berry","No",790,"33.4218, -111.9362",22.58,"6","AZ",105,"berry",52,NA,NA
"474","2020-04-14","Galleta","11:06:32","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"475","2020-04-14","Galleta","11:06:49","eat","seed","seed","unknown",438,"33.4187, -111.9368",36.43,"3","AZ",106,"Unclear whether seed human provided",584,NA,NA
"476","2020-04-14","Galleta","11:06:56","eat","seed","seed","unknown",438,"33.4187, -111.9368",36.43,"3","AZ",106,"Unclear whether seed human provided",584,NA,NA
"477","2020-04-14","Galleta","11:07:09","eat","seed","seed","unknown",438,"33.4187, -111.9368",36.43,"3","AZ",106,"Unclear whether seed human provided",584,NA,NA
"478","2020-04-14","Galleta","11:07:33","flip","rock","rock","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"",0,NA,NA
"479","2020-04-14","Galleta","11:07:58","flip","vegetation","branch","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"branch",15,NA,NA
"480","2020-04-14","Galleta","11:08:03","flip","rock","rock","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"",0,NA,NA
"481","2020-04-14","Galleta","11:08:08","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"482","2020-04-14","Galleta","11:08:26","flip","rock","rock","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"",0,NA,NA
"483","2020-04-14","Galleta","11:08:59","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"484","2020-04-14","Galleta","11:09:06","flip","rock","rock","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"",0,NA,NA
"485","2020-04-14","Galleta","11:09:13","eat","insect","bug","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"bug",276,NA,NA
"486","2020-04-14","Galleta","11:09:41","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"487","2020-04-14","Galleta","11:09:48","flip","rock","rock","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"",0,NA,NA
"488","2020-04-14","Galleta","11:10:17","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"489","2020-04-14","Galleta","11:10:54","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"490","2020-04-14","Galleta","11:11:20","eat","insect","bug","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"bug",276,NA,NA
"491","2020-04-14","Galleta","11:11:42","flip","vegetation","leaf","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"leaf",15,NA,NA
"492","2020-04-14","Galleta","11:13:52","eat","insect","bug","No",438,"33.4187, -111.9368",36.43,"3","AZ",106,"bug",276,NA,NA
"493","2020-04-15","Paella","11:58:47","eat","insect","bug","No",449,"33.4205, -111.9270",91.5,"3","AZ",107,"bug",276,NA,NA
"494","2020-04-15","Paella","11:59:04","eat","insect","bug","No",449,"33.4205, -111.9270",91.5,"3","AZ",107,"bug",276,NA,NA
"495","2020-04-15","Paella","12:00:23","gape","unknown","unknown","unknown",449,"33.4205, -111.9270",91.5,"3","AZ",107,"",NA,NA,NA
"496","2020-04-15","Paella","12:02:00","eat","insect","bug","No",449,"33.4205, -111.9270",91.5,"3","AZ",107,"bug",276,NA,NA
"497","2020-04-15","Paella","12:02:15","eat","insect","bug","No",449,"33.4205, -111.9270",91.5,"3","AZ",107,"bug",276,NA,NA
"498","2020-04-15","Paella","12:02:23","flip","unknown","unknown","unknown",449,"33.4205, -111.9270",91.5,"3","AZ",107,"",NA,NA,NA
"499","2020-04-15","Paella","12:03:53","eat","insect","bug","No",449,"33.4205, -111.9270",91.5,"3","AZ",107,"bug",276,NA,NA
"500","2020-04-15","Paella","12:04:10","eat","insect","bug","No",449,"33.4205, -111.9270",91.5,"3","AZ",107,"bug",276,NA,NA
"501","2020-04-15","Tortilla","12:38:39","eat","insect","bug","No",607,"33.4218, -111.9308",117.98,"13","AZ",108,"bug",276,NA,NA
"502","2020-04-15","Tortilla","12:40:32","eat","insect","bug","No",607,"33.4218, -111.9308",117.98,"13","AZ",108,"bug",276,NA,NA
"503","2020-04-15","Tortilla","12:40:41","eat","insect","bug","No",607,"33.4218, -111.9308",117.98,"13","AZ",108,"bug",276,NA,NA
"504","2020-04-15","Tortilla","12:40:51","eat","insect","bug","No",607,"33.4218, -111.9308",117.98,"13","AZ",108,"bug",276,NA,NA
"505","2020-04-15","Tortilla","12:40:59","eat","insect","bug","No",607,"33.4218, -111.9308",117.98,"13","AZ",108,"bug",276,NA,NA
"506","2020-04-15","Tortilla","12:41:19","eat","insect","bug","No",607,"33.4218, -111.9308",117.98,"13","AZ",108,"bug",276,NA,NA
"507","2020-04-21","Guacamole","16:23:58","eat","fry","fry","Yes",898,"33.42295, -111.92412",42.84,"6","AZ",109,"",133,NA,NA
"508","2020-04-21","Guacamole","16:31:08","eat","fry","fry","Yes",898,"33.42295, -111.92412",42.84,"6","AZ",109,"",133,NA,NA
"509","2020-04-21","Guacamole","16:31:36","theft","fry","fry","Yes",898,"33.42295, -111.92412",42.84,"6","AZ",109,"Original file listed action as ""scrounge"" - changed to ""theft""",133,NA,NA
"510","2020-05-04","Aquaman","12:53:32","flip","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"511","2020-05-04","Aquaman","12:55:17","flip","rock","rock","No",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",0,NA,NA
"512","2020-05-04","Aquaman","12:57:55","gape","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"513","2020-05-04","Aquaman","12:58:04","flip","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"514","2020-05-04","Aquaman","12:58:07","gape","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"515","2020-05-04","Aquaman","12:58:11","flip","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"516","2020-05-04","Aquaman","12:58:13","gape","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"517","2020-05-04","Aquaman","13:01:26","flip","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"518","2020-05-04","Aquaman","13:01:37","flip","unknown","unknown","unknown",630,"33.419406, -111.92647",108.52,"5","AZ",110,"",NA,NA,NA
"519","2020-05-04","Aquaman","13:02:41","eat","insect","grasshopper","No",630,"33.419406, -111.92647",108.52,"5","AZ",110,"grasshopper",276,NA,NA
"520","2020-05-04","Diablo","13:06:19","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"521","2020-05-04","Diablo","13:06:22","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"522","2020-05-04","Diablo","13:06:28","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"523","2020-05-04","Diablo","13:07:04","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"524","2020-05-04","Diablo","13:07:12","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"525","2020-05-04","Diablo","13:07:27","gape","unknown","unknown","unknown",795,"33.421428, -111.93406",97.11,"3","AZ",111,"",NA,0.07797,3.14878
"526","2020-05-04","Diablo","13:07:30","gape","unknown","unknown","unknown",795,"33.421428, -111.93406",97.11,"3","AZ",111,"",NA,0.07797,3.14878
"527","2020-05-04","Diablo","13:07:34","gape","unknown","unknown","unknown",795,"33.421428, -111.93406",97.11,"3","AZ",111,"",NA,0.07797,3.14878
"528","2020-05-04","Diablo","13:07:47","gape","unknown","unknown","unknown",795,"33.421428, -111.93406",97.11,"3","AZ",111,"",NA,0.07797,3.14878
"529","2020-05-04","Diablo","13:09:07","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"530","2020-05-04","Diablo","13:09:09","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"531","2020-05-04","Diablo","13:09:25","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"532","2020-05-04","Diablo","13:10:26","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"533","2020-05-04","Diablo","13:10:33","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"534","2020-05-04","Diablo","13:10:36","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"535","2020-05-04","Diablo","13:16:23","eat","insect","bug","No",795,"33.421428, -111.93406",97.11,"3","AZ",111,"bug",276,0.07797,3.14878
"536","2020-05-05","Pernil","11:50:37","eat","insect","bug","No",696,"33.4176, -111.9228",148.7,"6","AZ",112,"bug",276,NA,NA
"537","2020-05-05","Pernil","11:50:39","eat","insect","bug","No",696,"33.4176, -111.9228",148.7,"6","AZ",112,"bug",276,NA,NA
"538","2020-05-11","Paella","8:32:37","stalk catch","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"539","2020-05-11","Paella","8:33:03","stalk catch","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"540","2020-05-11","Paella","8:33:30","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
