"","Date","BirdID","TimeStamp","How","What","WhatAsEnteredByExperimenter","HumanFood","TotalTimeInView","LocationOfFocal","DistanceToHumanFoodSource","NumberHumanFood","Population","FocalID","Notes","CaloriesPer100g","Phi","Lambda"
"183","2019-09-12","Tripa","6:36:39","eat","seed","seed","No",874,"33.4159, -111.9289",17.16,"8","AZ",43,"listed as ""black seed"" and manipulated ""seed pod"" ",584,NA,NA
"184","2019-09-12","Tripa","6:40:04","eat","candy","jolly rancher candy","Yes",874,"33.4159, -111.9289",17.16,"8","AZ",43,"jolly rancher candy",460,NA,NA
"185","2019-09-12","Tripa","6:40:25","break into pieces","candy","jolly rancher candy","Yes",874,"33.4159, -111.9289",17.16,"8","AZ",43,"jolly rancher candy",460,NA,NA
"186","2019-09-17","Aquaman","7:57:34","stalk catch","insect","bug","No",820,"33.4197, -111.9278",43.28,"5","AZ",44,"bug",276,NA,NA
"187","2019-09-17","Pepino","8:37:52","eat","insect","bug","No",870,"33.4237, -111.9309",78.37,"5","AZ",45,"bug",276,NA,NA
"188","2019-09-22","Fideo","7:14:30","eat","vomit","vomit","Yes",900,"33.4235, -111.9317",96.65,"8","AZ",46,"",310,0.02363,4.13445
"189","2019-09-22","Fideo","7:15:17","eat","vomit","vomit","Yes",900,"33.4235, -111.9317",96.65,"8","AZ",46,"",310,0.02363,4.13445
"190","2019-09-22","Fideo","7:15:23","eat","vomit","vomit","Yes",900,"33.4235, -111.9317",96.65,"8","AZ",46,"",310,0.02363,4.13445
"191","2019-09-22","Mangonada","8:51:43","eat","seed","seed","unknown",856,"33.4185, -111.9298",108.13,"8","AZ",47,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"192","2019-09-22","Morada","7:45:59","stalk catch","insect","bug","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"bug",276,NA,NA
"193","2019-09-22","Morada","7:47:51","eat","unknown","unknown","unknown",762,"33.4209, -111.9357",12.07,"10","AZ",48,"",NA,NA,NA
"194","2019-09-22","Morada","7:48:16","eat","unknown","unknown","unknown",762,"33.4209, -111.9357",12.07,"10","AZ",48,"",NA,NA,NA
"195","2019-09-22","Morada","7:48:59","eat","fruit","orange peel","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"orange peel",52,NA,NA
"196","2019-09-22","Morada","7:49:12","eat","fruit","orange peel","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"orange peel",52,NA,NA
"197","2019-09-22","Morada","7:50:52","eat","unknown","unknown","unknown",762,"33.4209, -111.9357",12.07,"10","AZ",48,"",NA,NA,NA
"198","2019-09-22","Morada","7:52:36","eat","food crumbs","food crumbs","Yes",762,"33.4209, -111.9357",12.07,"10","AZ",48,"",319,NA,NA
"199","2019-09-22","Morada","7:53:05","flip","misc. trash","M&M trash wrapper","Yes",762,"33.4209, -111.9357",12.07,"10","AZ",48,"M&M trash wrapper",74,NA,NA
"200","2019-09-22","Morada","7:53:12","eat","food crumbs","food crumbs","Yes",762,"33.4209, -111.9357",12.07,"10","AZ",48,"",319,NA,NA
"201","2019-09-22","Morada","7:56:01","gape","vegetation","grass","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"grass",15,NA,NA
"202","2019-09-22","Morada","7:56:26","gape","vegetation","grass","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"grass",15,NA,NA
"203","2019-09-22","Morada","7:56:34","gape","vegetation","grass","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"grass",15,NA,NA
"204","2019-09-22","Morada","7:56:38","stalk catch","insect","bug","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"bug",276,NA,NA
"205","2019-09-22","Morada","7:56:44","eat","insect","bug","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"bug",276,NA,NA
"206","2019-09-22","Morada","7:57:01","gape","vegetation","grass","No",762,"33.4209, -111.9357",12.07,"10","AZ",48,"grass",15,NA,NA
"207","2019-09-22","Tortilla","6:50:31","eat","food crumbs","food crumbs","Yes",808,"33.4233, -111.9302",56.63,"13","AZ",49,"",319,NA,NA
"208","2019-09-22","Tortilla","6:52:06","eat","food crumbs","food crumbs","Yes",808,"33.4233, -111.9302",56.63,"13","AZ",49,"",319,NA,NA
"209","2019-10-23","Aquaman","11:15:59","eat","insect","bug","No",740,"33.4190, -111.9277",120.44,"5","AZ",50,"bug",276,NA,NA
"210","2019-10-23","Aquaman","11:16:32","break into pieces","insect","bug","No",740,"33.4190, -111.9277",120.44,"5","AZ",50,"bug",276,NA,NA
"211","2019-10-23","Aquaman","11:17:35","break into pieces","insect","bug","No",740,"33.4190, -111.9277",120.44,"5","AZ",50,"bug",276,NA,NA
"212","2019-10-23","Aquaman","11:24:27","eat","unknown","unknown","unknown",740,"33.4190, -111.9277",120.44,"5","AZ",50,"",NA,NA,NA
"213","2019-10-23","Aquaman","11:24:41","gape","unknown","unknown","unknown",740,"33.4190, -111.9277",120.44,"5","AZ",50,"",NA,NA,NA
"214","2019-10-23","Aquaman","11:25:29","flip","unknown","unknown","unknown",740,"33.4190, -111.9277",120.44,"5","AZ",50,"",NA,NA,NA
"215","2019-10-29","Abeja","13:20:25","eat","insect","bug","No",611,"33.4169, -111.9268",26.69,"N/A","AZ",51,"bug",276,NA,NA
"216","2019-10-29","Abeja","13:33:15","eat","unknown","unknown","unknown",611,"33.4169, -111.9268",26.69,"N/A","AZ",51,"",NA,NA,NA
"217","2019-10-30","Cemita","8:20:08","eat","grains","bread","Yes",886,"33.4206, -111.9270",94.78,"N/A","AZ",52,"bread",319,NA,NA
"218","2019-10-30","Queso","9:11:35","eat","vomit","vomit","Yes",887,"33.4239, -111.9242",40.37,"4","AZ",53,"",310,0.02706,3.50568
"219","2019-10-30","Queso","9:11:48","break into pieces","unknown","unknown","unknown",887,"33.4239, -111.9242",40.37,"4","AZ",53,"",NA,0.02706,3.50568
"220","2019-10-30","Queso","9:12:38","break into pieces","unknown","unknown","unknown",887,"33.4239, -111.9242",40.37,"4","AZ",53,"",NA,0.02706,3.50568
"221","2019-10-30","Queso","9:12:45","eat","vomit","vomit","Yes",887,"33.4239, -111.9242",40.37,"4","AZ",53,"",310,0.02706,3.50568
"222","2019-10-30","Queso","9:19:51","eat","vomit","vomit","Yes",887,"33.4239, -111.9242",40.37,"4","AZ",53,"",310,0.02706,3.50568
"223","2019-11-15","Nacho","7:33:57","eat","seed","seed","unknown",901,"33.4182, -111.9299",91.87,"5","AZ",54,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"224","2019-11-15","Nacho","7:34:11","eat","seed","seed","unknown",901,"33.4182, -111.9299",91.87,"5","AZ",54,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"225","2019-11-17","Fideo","7:26:03","eat","insect","ant","No",829,"33.4237, -111.9313",108,"8","AZ",55,"ant",276,0.02363,4.13445
"226","2019-11-17","Torta","7:44:37","eat","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"227","2019-11-17","Torta","7:44:59","break into pieces","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"228","2019-11-17","Torta","7:45:38","break into pieces","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"229","2019-11-17","Torta","7:46:46","break into pieces","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"230","2019-11-17","Torta","7:47:09","break into pieces","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"231","2019-11-17","Torta","7:47:55","break into pieces","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"232","2019-11-17","Torta","7:48:17","break into pieces","misc. trash","cigarette","Yes",874,"33.4230, -111.9307",12.52,"1","AZ",56,"cigarette",74,NA,NA
"233","2019-11-25","Taco","8:56:38","flip","rock","rock","No",1013,"33.4216, -111.9359",15.11,"18","AZ",57,"",0,0.02416,4.29806
"234","2019-11-25","Taco","8:57:11","eat","unknown","unknown","unknown",1013,"33.4216, -111.9359",15.11,"18","AZ",57,"",NA,0.02416,4.29806
"235","2019-11-26","Pozole","7:55:50","tolerated theft","grains","bread","Yes",737,"33.4219, -111.9336",122.68,"4","AZ",58,"bread",319,NA,NA
"236","2019-12-01","Tripa","9:08:36","flip","rock","rock","No",900,"33.4157, -111.9306",56.04,"8","AZ",59,"",0,NA,NA
"237","2019-12-01","Tripa","9:09:40","eat","unknown","unknown","unknown",900,"33.4157, -111.9306",56.04,"8","AZ",59,"",NA,NA,NA
"238","2019-12-01","Tripa","9:10:06","eat","unknown","unknown","unknown",900,"33.4157, -111.9306",56.04,"8","AZ",59,"",NA,NA,NA
"239","2019-12-01","Tripa","9:10:56","eat","insect","ant","No",900,"33.4157, -111.9306",56.04,"8","AZ",59,"ant",276,NA,NA
"240","2019-12-01","Tripa","9:11:32","eat","unknown","unknown","unknown",900,"33.4157, -111.9306",56.04,"8","AZ",59,"",NA,NA,NA
"241","2019-12-01","Tripa","9:11:59","eat","candy","fruit snack","Yes",900,"33.4157, -111.9306",56.04,"8","AZ",59,"fruit snack",460,NA,NA
"242","2019-12-01","Tripa","9:13:36","break into pieces","candy","fruit snack","Yes",900,"33.4157, -111.9306",56.04,"8","AZ",59,"fruit snack",460,NA,NA
"243","2019-12-01","Tripa","9:15:50","break into pieces","candy","fruit snack","Yes",900,"33.4157, -111.9306",56.04,"8","AZ",59,"fruit snack",460,NA,NA
"244","2019-12-01","Tripa","9:18:32","break into pieces","candy","fruit snack","Yes",900,"33.4157, -111.9306",56.04,"8","AZ",59,"fruit snack",460,NA,NA
"245","2019-12-03","Pan Dulce","10:03:29","eat","fruit","orange","unknown",699,"33.4209, -111.9253",25.34,"5","AZ",60,"unclear whether orange natural or human-provided",52,NA,NA
"246","2019-12-03","Pan Dulce","10:03:37","break into pieces","fruit","orange","unknown",699,"33.4209, -111.9253",25.34,"5","AZ",60,"unclear whether orange natural or human-provided",52,NA,NA
"247","2019-12-03","Pan Dulce","10:04:32","break into pieces","fruit","orange","unknown",699,"33.4209, -111.9253",25.34,"5","AZ",60,"unclear whether orange natural or human-provided",52,NA,NA
"248","2019-12-03","Uva","9:18:46","eat","vegetation","fan palm frond","No",798,"33.4207, -111.9254",41.89,"N/A","AZ",61,"fan palm frond",15,NA,NA
"249","2019-12-03","Uva","10:25:05","gape","rock","rock","No",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"",0,NA,NA
"250","2019-12-03","Uva","10:25:30","eat","grains","rice","Yes",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"rice",319,NA,NA
"251","2019-12-03","Uva","10:25:44","flip","rock","rock","No",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"",0,NA,NA
"252","2019-12-03","Uva","10:27:45","eat","bird poop","bird poop","No",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"",491,NA,NA
"253","2019-12-03","Uva","10:28:20","eat","soil","clay","No",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"clay",1,NA,NA
"254","2019-12-03","Uva","10:30:02","gape","vegetation","leaf","No",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"leaf",15,NA,NA
"255","2019-12-03","Uva","10:31:12","eat","grains","chip","Yes",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"chip",319,NA,NA
"256","2019-12-03","Uva","10:34:45","eat","unknown","unknown","unknown",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"",NA,NA,NA
"257","2019-12-03","Uva","10:37:19","gape","misc. trash","sandbag","Yes",900,"33.4207, -111.9254",41.89,"N/A","AZ",61,"sandbag",74,NA,NA
"258","2019-12-04","Aquaman","7:33:26","eat","unknown","unknown","unknown",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"",NA,NA,NA
"259","2019-12-04","Aquaman","7:33:37","eat","grains","rice crispy","Yes",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"rice crispy",319,NA,NA
"260","2019-12-04","Aquaman","10:01:00","eat","grains","cracker","Yes",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"cracker",319,NA,NA
"261","2019-12-04","Aquaman","10:05:26","eat","seed","seed","unknown",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"262","2019-12-04","Aquaman","10:05:45","break into pieces","seed","seed","unknown",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"263","2019-12-04","Aquaman","10:05:56","eat","seed","seed","unknown",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"264","2019-12-04","Aquaman","10:06:37","eat","seed","seed","unknown",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"Unclear whether seed human provided, originally ""no""",584,NA,NA
"265","2019-12-04","Aquaman","10:07:54","eat","food crumbs","food crumbs","Yes",775,"33.41880712, -111.9271",161.23,"5","AZ",62,"",319,NA,NA
"266","2019-12-09","Abeja","9:34:43","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"267","2019-12-09","Abeja","9:34:51","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"268","2019-12-09","Abeja","9:35:07","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"269","2019-12-09","Abeja","9:35:14","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"270","2019-12-09","Abeja","9:35:22","gape","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"271","2019-12-09","Abeja","9:35:33","gape","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"272","2019-12-09","Abeja","9:36:16","gape","unknown","unknown","unknown",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",NA,NA,NA
"273","2019-12-09","Abeja","9:36:21","gape","unknown","unknown","unknown",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",NA,NA,NA
"274","2019-12-09","Abeja","9:36:42","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"275","2019-12-09","Abeja","9:37:36","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"276","2019-12-09","Abeja","9:37:44","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"277","2019-12-09","Abeja","9:41:01","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"278","2019-12-09","Abeja","9:42:43","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"279","2019-12-09","Abeja","9:43:03","flip","rock","rock","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",0,NA,NA
"280","2019-12-09","Abeja","9:48:24","eat","grains","chip","Yes",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"chip",319,NA,NA
"281","2019-12-09","Abeja","9:48:56","eat","grains","chip","Yes",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"chip",319,NA,NA
"282","2019-12-09","Abeja","9:54:03","flip","vegetation","leaf","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"leaf",15,NA,NA
"283","2019-12-09","Abeja","9:54:30","flip","vegetation","leaf","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"leaf",15,NA,NA
"284","2019-12-09","Abeja","9:55:16","flip","vegetation","leaf","No",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"leaf",15,NA,NA
"285","2019-12-09","Abeja","9:55:20","gape","unknown","unknown","unknown",515,"33.4189, -111.9258",149.11,"N/A","AZ",63,"",NA,NA,NA
"286","2019-12-09","Fideo","7:54:29","eat","fry","fry","Yes",545,"33.4227, -111.9315",82.99,"8","AZ",64,"",133,0.02363,4.13445
"287","2019-12-16","Taco","9:52:27","eat","grains","bread","Yes",777,"33.4221, -111.9359",2.55,"18","AZ",65,"bread",319,0.02416,4.29806
"288","2019-12-16","Taco","9:55:39","theft","grains","bread","Yes",777,"33.4221, -111.9359",2.55,"18","AZ",65,"bread",319,0.02416,4.29806
"289","2019-12-16","Taco","9:55:51","eat","grains","bread","Yes",777,"33.4221, -111.9359",2.55,"18","AZ",65,"bread",319,0.02416,4.29806
"290","2019-12-16","Taco","9:55:56","break into pieces","grains","bread","Yes",777,"33.4221, -111.9359",2.55,"18","AZ",65,"bread",319,0.02416,4.29806
"291","2019-12-16","Taco","9:56:33","break into pieces","grains","bread","Yes",777,"33.4221, -111.9359",2.55,"18","AZ",65,"bread",319,0.02416,4.29806
"292","2019-12-16","Taquito","9:22:16","eat","insect","ant","No",325,"33.4229, -111.9305",10.07,"7","AZ",66,"ant",276,0.0103,4.38858
"293","2019-12-29","Crema","9:14:56 AM","break into pieces","fruit","date","Yes",726,"33.4209, -111.9289",136.85,"10","AZ",67,"date eaten",52,NA,NA
"294","2019-12-29","Crema","9:15:15 AM","eat","fruit","date","Yes",726,"33.4209, -111.9289",136.85,"10","AZ",67,"date eaten",52,NA,NA
"295","2019-12-29","Crema","9:16:09 AM","eat","rock","rock","No",726,"33.4209, -111.9289",136.85,"10","AZ",67,"",0,NA,NA
"296","2019-12-29","Fideo","9:02:12 AM","gape","misc. trash","trash bag","Yes",900,"33.4211, -111.9254",33.14,"8","AZ",68,"trash bag",74,0.02363,4.13445
"297","2019-12-29","Fideo","9:04:30 AM","gape","misc. trash","trash bag","Yes",900,"33.4211, -111.9254",33.14,"8","AZ",68,"trash bag",74,0.02363,4.13445
"298","2019-12-29","Fideo","9:05:08 AM","eat","misc. trash","unknown trash","Yes",900,"33.4211, -111.9255",33.14,"8","AZ",68,"unknown trash",74,0.02363,4.13445
"299","2019-12-29","Fideo","9:05:56 AM","eat","misc. trash","unknown trash","Yes",900,"33.4211, -111.9256",33.14,"8","AZ",68,"unknown trash",74,0.02363,4.13445
"300","2019-12-30","Burrito","10:05:36 AM","eat","insect","ant","No",900,"33.4216, -111.9337",93.57,"10","AZ",69,"ant",276,0.08189,2.20602
"301","2019-12-30","Burrito","10:07:20 AM","eat","insect","arthropod","No",900,"33.4216, -111.9337",93.57,"10","AZ",69,"arthropod",276,0.08189,2.20602
"302","2019-12-30","Burrito","10:08:32 AM","eat","insect","arthropod","No",900,"33.4216, -111.9337",93.57,"10","AZ",69,"arthropod",276,0.08189,2.20602
"303","2019-12-30","Burrito","10:12:55 AM","eat","insect","arthropod","No",900,"33.4216, -111.9337",93.57,"10","AZ",69,"arthropod",276,0.08189,2.20602
"304","2020-01-15","Chimichanga","10:39:41","break into pieces","fruit","date","Yes",719,"33.4237, -111.9351",29.94,"23","AZ",70,"date",52,NA,NA
"305","2020-01-15","Chimichanga","10:39:49","eat","fruit","date","Yes",719,"33.4237, -111.9351",29.94,"23","AZ",70,"date",52,NA,NA
"306","2020-01-15","Chimichanga","10:40:06","break into pieces","fruit","date","Yes",719,"33.4237, -111.9351",29.94,"23","AZ",70,"date",52,NA,NA
"307","2020-01-15","Chimichanga","10:40:58","break into pieces","fruit","date","Yes",719,"33.4237, -111.9351",29.94,"23","AZ",70,"date",52,NA,NA
"308","2020-01-15","Chimichanga","10:41:36","eat","fruit","date","Yes",719,"33.4237, -111.9351",29.94,"23","AZ",70,"date",52,NA,NA
"309","2020-01-15","Chimichanga","10:42:54","break into pieces","fruit","date","Yes",719,"33.4237, -111.9351",29.94,"23","AZ",70,"date",52,NA,NA
"310","2020-01-15","Pepino","11:15:28","eat","insect","bug","No",900,"33.4242, -111.9255",92.04,"5","AZ",71,"bug",276,NA,NA
"311","2020-01-15","Pepino","11:15:54","eat","insect","bug","No",900,"33.4242, -111.9255",92.04,"5","AZ",71,"bug",276,NA,NA
"312","2020-01-16","Lechuga","8:26:19","gape","misc. trash","plastic wrapper","Yes",477,"33.4207, -111.9261",44.54,"3","AZ",72,"plastic wrapper",74,NA,NA
"313","2020-01-16","Lechuga","8:27:18","gape","misc. trash","plastic wrapper","Yes",477,"33.4207, -111.9261",44.54,"3","AZ",72,"plastic wrapper",74,NA,NA
"314","2020-01-16","Lechuga","8:28:58","gape","misc. trash","plastic wrapper","Yes",477,"33.4207, -111.9261",44.54,"3","AZ",72,"plastic wrapper",74,NA,NA
"315","2020-01-16","Lechuga","8:29:32","gape","misc. trash","plastic wrapper","Yes",477,"33.4207, -111.9261",44.54,"3","AZ",72,"plastic wrapper",74,NA,NA
"316","2020-01-16","Lechuga","8:31:07","flip","misc. trash","plastic wrapper","Yes",477,"33.4207, -111.9261",44.54,"3","AZ",72,"plastic wrapper",74,NA,NA
"317","2020-01-16","Nacho","12:30:50","eat","insect","ant","No",814,"33.4193, -111.9284",83.61,"5","AZ",73,"ant",276,NA,NA
"318","2020-01-16","Nacho","12:31:21","eat","insect","ant","No",814,"33.4193, -111.9284",83.61,"5","AZ",73,"ant",276,NA,NA
"319","2020-01-16","Nacho","12:32:52","eat","insect","ant","No",814,"33.4193, -111.9284",83.61,"5","AZ",73,"ant",276,NA,NA
"320","2020-01-20","Taco","11:38:59","flip","rock","rock","No",900,"33.4234, -111.9367",110.73,"18","AZ",74,"",0,0.02416,4.29806
"321","2020-01-23","Torta","9:08:12","eat","grains","bread","Yes",620,"33.4184, -111.9254",82.06,"1","AZ",75,"bread",319,NA,NA
"322","2020-01-23","Torta","9:09:30","break into pieces","grains","bread","Yes",620,"33.4184, -111.9254",82.06,"1","AZ",75,"bread",319,NA,NA
"323","2020-01-24","Burrito","8:06:06","tolerated theft","grains","bread","Yes",900,"33.4219, -111.9356",37.21,"10","AZ",76,"bread",319,0.08189,2.20602
"324","2020-01-24","Burrito","8:06:59","eat","grains","bread","Yes",900,"33.4219, -111.9356",37.21,"10","AZ",76,"bread",319,0.08189,2.20602
"325","2020-01-26","Adobo","9:43:05","stalk catch","insect","bug","No",900,"33.4218, -111.9339",121.47,"19","AZ",77,"bug",276,0.06274,3.26909
"326","2020-01-26","Adobo","9:43:54","eat","rock","rock","No",900,"33.4218, -111.9339",121.47,"19","AZ",77,"",0,0.06274,3.26909
"327","2020-01-26","Adobo","9:44:32","eat","food crumbs","food crumbs","Yes",900,"33.4218, -111.9339",121.47,"19","AZ",77,"",319,0.06274,3.26909
"328","2020-01-26","Adobo","9:44:58","flip","grains","pretzel","Yes",900,"33.4218, -111.9339",121.47,"19","AZ",77,"pretzel",319,0.06274,3.26909
"329","2020-01-26","Adobo","9:45:04","eat","grains","pretzel","Yes",900,"33.4218, -111.9339",121.47,"19","AZ",77,"pretzel",319,0.06274,3.26909
"330","2020-01-26","Adobo","9:47:10","eat","rock","rock","No",900,"33.4218, -111.9339",121.47,"19","AZ",77,"",0,0.06274,3.26909
"331","2020-01-26","Taco","10:27:53","eat","seed","seed","unknown",900,"33.4234, -111.9367",110.73,"18","AZ",78,"Unclear whether seed human provided, originally ""no""",584,0.02416,4.29806
"332","2020-01-27","Chalupa","11:10:09","eat","fruit","apple","Yes",729,"33.4218, -111.9357",27.23,"16","AZ",79,"apple",52,0.06313,3.50323
"333","2020-01-27","Chalupa","11:18:44","eat","fruit","apple","Yes",729,"33.4218, -111.9357",27.23,"16","AZ",79,"apple",52,0.06313,3.50323
"334","2020-01-27","Chalupa","11:18:50","eat","fruit","apple","Yes",729,"33.4218, -111.9357",27.23,"16","AZ",79,"apple",52,0.06313,3.50323
"335","2020-01-27","Cochinita","9:25:24","eat","grains","bread","Yes",527,"33.4237, -111.9303",54.46,"4","AZ",80,"bread",319,NA,NA
"336","2020-01-27","Cochinita","9:27:22","break into pieces","grains","bread","Yes",527,"33.4237, -111.9303",54.46,"4","AZ",80,"bread",319,NA,NA
"337","2020-01-30","Chilaquile","12:22:22","eat","fry","fry","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"",133,0.07163,2.82868
"338","2020-01-30","Chilaquile","12:24:54","flip","misc. trash","paper","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"paper",74,0.07163,2.82868
"339","2020-01-30","Chilaquile","12:25:14","flip","misc. trash","mayo packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"mayo packet",74,0.07163,2.82868
"340","2020-01-30","Chilaquile","12:25:21","eat","unknown","unknown","unknown",893,"33.4188, -111.9360",35.92,"9","AZ",81,"",NA,0.07163,2.82868
"341","2020-01-30","Chilaquile","12:26:12","eat","condiment","mayo","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"mayo",361,0.07163,2.82868
"342","2020-01-30","Chilaquile","12:26:56","flip","misc. trash","salt packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt packet",74,0.07163,2.82868
"343","2020-01-30","Chilaquile","12:27:05","flip","misc. trash","salt packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt packet",74,0.07163,2.82868
"344","2020-01-30","Chilaquile","12:27:16","break into pieces","misc. trash","salt packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt packet",74,0.07163,2.82868
"345","2020-01-30","Chilaquile","12:27:30","eat","condiment","salt","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt",361,0.07163,2.82868
"346","2020-01-30","Chilaquile","12:27:51","gape","misc. trash","salt packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt packet",74,0.07163,2.82868
"347","2020-01-30","Chilaquile","12:28:14","break into pieces","misc. trash","salt packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt packet",74,0.07163,2.82868
"348","2020-01-30","Chilaquile","12:28:23","gape","misc. trash","salt packet","Yes",893,"33.4188, -111.9360",35.92,"9","AZ",81,"salt packet",74,0.07163,2.82868
"349","2020-02-09","Chimichanga","10:16:35","eat","fry","fry","Yes",900,"33.4220, -111.9307",102.35,"23","AZ",82,"",133,NA,NA
"350","2020-02-13","Pepino","9:27:55","break into pieces","unknown","unknown","unknown",767,"33.4242, -111.9259",129.19,"5","AZ",83,"",NA,NA,NA
"351","2020-03-02","Azucara","8:29:09","stalk catch","insect","bug","No",836,"33.4133, -111.9290",127.38,"3","AZ",84,"bug",276,NA,NA
"352","2020-03-02","Paella","9:46:46","gape","soil","dirt","No",683,"33.4210, -111.9287",123.96,"3","AZ",85,"dirt",1,NA,NA
"353","2020-03-02","Paella","9:48:29","flip","vegetation","leaf","No",683,"33.4210, -111.9287",123.96,"3","AZ",85,"leaf",15,NA,NA
"354","2020-03-02","Uva","9:22:03","eat","grains","chip","Yes",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"chip eaten",319,NA,NA
"355","2020-03-02","Uva","9:22:15","eat","grains","chip","Yes",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"chip",319,NA,NA
"356","2020-03-02","Uva","9:22:31","eat","grains","chip","Yes",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"chip",319,NA,NA
"357","2020-03-02","Uva","9:22:45","eat","grains","chip","Yes",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"chip",319,NA,NA
"358","2020-03-02","Uva","9:25:06","gape","vegetation","grass","No",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"grass",15,NA,NA
"359","2020-03-02","Uva","9:25:14","gape","vegetation","grass","No",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"grass",15,NA,NA
"360","2020-03-02","Uva","9:25:39","gape","vegetation","grass","No",798,"33.4203, -111.9250",68.04,"N/A","AZ",86,"grass",15,NA,NA
