Date,Batch,Bird,Experiment,Trial,ColorOnLeft,CorrectChoice,Correct,NonoverlappingWindow4-trialbins,Criterion,Preference? Notes
10-Mar-15,2,Horchata,Reverse,68,S,Yes,1,0.50,,
10-Mar-15,2,Horchata,Reverse,69,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,70,G,No,0,,4/10=Silver,
10-Mar-15,2,Horchata,Reverse,71,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,72,G,No,0,0.25,,
10-Mar-15,2,Horchata,Reverse,73,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,74,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,75,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,76,S,Yes,1,0.50,,
10-Mar-15,2,Horchata,Reverse,77,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,78,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,79,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,80,G,No,0,0.25,4/10=Silver,
10-Mar-15,2,Horchata,Reverse,81,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,82,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,83,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,84,S,Yes,1,0.50,,
11-Mar-15,2,Horchata,Reverse,85,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,86,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,87,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,88,G,No,0,0.25,,
11-Mar-15,2,Horchata,Reverse,89,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,90,S,Yes,1,,4/10=Silver,
11-Mar-15,2,Horchata,Reverse,91,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,92,S,Yes,1,0.50,,
11-Mar-15,2,Horchata,Reverse,93,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,94,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,95,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,96,G,No,0,0.25,,
11-Mar-15,2,Horchata,Reverse,97,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,98,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,99,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,100,G,No,0,0.25,3/10=Silver,
11-Mar-15,2,Horchata,Reverse,101,S,No,0,,,
11-Mar-15,2,Horchata,Reverse,102,G,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,103,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,104,S,Yes,1,0.50,,
11-Mar-15,2,Horchata,Reverse,105,G,No,0,,,
11-Mar-15,2,Horchata,Reverse,106,G,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,107,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,108,G,Yes,1,0.75,,
11-Mar-15,2,Horchata,Reverse,109,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,110,G,No,0,,6/10=Silver,
11-Mar-15,2,Horchata,Reverse,111,G,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,112,S,Yes,1,0.75,,
11-Mar-15,2,Horchata,Reverse,113,G,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,114,G,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,115,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,116,G,Yes,1,1.00,,
11-Mar-15,2,Horchata,Reverse,117,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,118,S,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,119,G,Yes,1,,,
11-Mar-15,2,Horchata,Reverse,120,S,Yes,1,1.00,10/10=Silver,
12-Mar-15,2,Horchata,Reverse,121,G,Yes,1,,,
12-Mar-15,2,Horchata,Reverse,122,S,Yes,1,,,
12-Mar-15,2,Horchata,Reverse,123,S,Yes,1,,,
12-Mar-15,2,Horchata,Reverse,124,G,Yes,1,1.00,,
12-Mar-15,2,Horchata,Reverse,125,G,No,0,,,
12-Mar-15,2,Horchata,Reverse,126,S,Yes,1,,,
12-Mar-15,2,Horchata,Reverse,127,G,No,0,,,
12-Mar-15,2,Horchata,Reverse,128,S,Yes,1,0.50,,
12-Mar-15,2,Horchata,Reverse,129,G,Yes,1,,,
12-Mar-15,2,Horchata,Reverse,130,S,Yes,1,,8/10=Silver,18/20 Silver
28-Feb-15,2,Jugo,Reverse,1,S,No,0,,,"Retained the memory of food always in gold, got 8/10 correct in the refresher"
28-Feb-15,2,Jugo,Reverse,2,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,3,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,4,S,Yes,1,0.25,,
28-Feb-15,2,Jugo,Reverse,5,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,6,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,7,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,8,S,No,0,0.25,,
28-Feb-15,2,Jugo,Reverse,9,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,10,G,No,0,,2/10=Silver,
28-Feb-15,2,Jugo,Reverse,11,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,12,S,Yes,1,0.25,,
28-Feb-15,2,Jugo,Reverse,13,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,14,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,15,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,16,G,No,0,0.25,,
28-Feb-15,2,Jugo,Reverse,17,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,18,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,19,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,20,G,No,0,0.50,4/10=Silver,
28-Feb-15,2,Jugo,Reverse,21,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,22,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,23,S,No,0,,,
28-Feb-15,2,Jugo,Reverse,24,G,No,0,0.25,,
28-Feb-15,2,Jugo,Reverse,25,G,No,0,,,
28-Feb-15,2,Jugo,Reverse,26,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,27,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,28,G,No,0,0.50,,
28-Feb-15,2,Jugo,Reverse,29,S,Yes,1,,,
28-Feb-15,2,Jugo,Reverse,30,G,No,0,,4/10=Silver,
2-Mar-15,2,Jugo,Reverse,31,G,No,0,,,
2-Mar-15,2,Jugo,Reverse,32,S,Yes,1,0.50,,
2-Mar-15,2,Jugo,Reverse,33,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,34,G,No,0,,,
2-Mar-15,2,Jugo,Reverse,35,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,36,G,No,0,0.50,,
2-Mar-15,2,Jugo,Reverse,37,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,38,G,No,0,,,
2-Mar-15,2,Jugo,Reverse,39,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,40,S,No,0,0.50,5/10=Silver,
2-Mar-15,2,Jugo,Reverse,41,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,42,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,43,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,44,S,No,0,0.75,,
2-Mar-15,2,Jugo,Reverse,45,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,46,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,47,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,48,G,Yes,1,1.00,,
2-Mar-15,2,Jugo,Reverse,49,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,50,G,Yes,1,,9/10=Silver,
2-Mar-15,2,Jugo,Reverse,51,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,52,S,Yes,1,1.00,,
2-Mar-15,2,Jugo,Reverse,53,G,No,0,,,
2-Mar-15,2,Jugo,Reverse,54,G,No,0,,,
2-Mar-15,2,Jugo,Reverse,55,S,No,0,,,
2-Mar-15,2,Jugo,Reverse,56,S,Yes,1,0.25,,
2-Mar-15,2,Jugo,Reverse,57,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,58,G,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,59,S,Yes,1,,,
2-Mar-15,2,Jugo,Reverse,60,G,Yes,1,1.00,7/10=Silver,
3-Mar-15,2,Jugo,Reverse,61,S,No,0,,,
3-Mar-15,2,Jugo,Reverse,62,G,No,0,,,
3-Mar-15,2,Jugo,Reverse,63,G,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,64,S,Yes,1,0.50,,
3-Mar-15,2,Jugo,Reverse,65,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,66,G,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,67,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,68,G,Yes,1,1.00,,
3-Mar-15,2,Jugo,Reverse,69,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,70,G,Yes,1,,8/10=Silver,
3-Mar-15,2,Jugo,Reverse,71,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,72,G,Yes,1,1.00,,
3-Mar-15,2,Jugo,Reverse,73,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,74,G,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,75,G,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,76,S,Yes,1,1.00,,
3-Mar-15,2,Jugo,Reverse,77,G,No,0,,,
3-Mar-15,2,Jugo,Reverse,78,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,79,S,Yes,1,,,
3-Mar-15,2,Jugo,Reverse,80,G,Yes,1,0.75,9/10=Silver,17/20 Silver
3-Mar-15,2,Refresco,Reverse,1,S,No,0,,,Needed 70 trials of refresher S/G (food always in gold) to pass again 19/20
3-Mar-15,2,Refresco,Reverse,2,G,No,0,,,
3-Mar-15,2,Refresco,Reverse,3,S,No,0,,,
3-Mar-15,2,Refresco,Reverse,4,S,No,0,0.00,,
3-Mar-15,2,Refresco,Reverse,5,G,No,0,,,
3-Mar-15,2,Refresco,Reverse,6,S,No,0,,,
3-Mar-15,2,Refresco,Reverse,7,G,No,0,,,
3-Mar-15,2,Refresco,Reverse,8,G,No,0,0.00,,
3-Mar-15,2,Refresco,Reverse,9,S,No,0,,,
3-Mar-15,2,Refresco,Reverse,10,G,No,0,,0/10=Silver,
4-Mar-15,2,Refresco,Reverse,11,G,No,0,,,
4-Mar-15,2,Refresco,Reverse,12,S,No,0,0.00,,
4-Mar-15,2,Refresco,Reverse,13,S,Yes,1,,,
4-Mar-15,2,Refresco,Reverse,14,G,No,0,,,
4-Mar-15,2,Refresco,Reverse,15,S,No,0,,,
4-Mar-15,2,Refresco,Reverse,16,G,No,0,0.25,,
4-Mar-15,2,Refresco,Reverse,17,G,No,0,,,
4-Mar-15,2,Refresco,Reverse,18,S,Yes,1,,,
4-Mar-15,2,Refresco,Reverse,19,S,No,0,,,
4-Mar-15,2,Refresco,Reverse,20,G,No,0,0.25,2/10=Silver,
4-Mar-15,2,Refresco,Reverse,21,S,No,0,,,
4-Mar-15,2,Refresco,Reverse,22,G,No,0,,,
4-Mar-15,2,Refresco,Reverse,23,G,No,0,,,
4-Mar-15,2,Refresco,Reverse,24,S,No,0,0.00,,
4-Mar-15,2,Refresco,Reverse,25,G,No,0,,,
4-Mar-15,2,Refresco,Reverse,26,S,Yes,1,,,
4-Mar-15,2,Refresco,Reverse,27,S,No,0,,,
4-Mar-15,2,Refresco,Reverse,28,G,No,0,0.25,,
4-Mar-15,2,Refresco,Reverse,29,S,Yes,1,,,
4-Mar-15,2,Refresco,Reverse,30,G,No,0,,2/10=Silver,
4-Mar-15,2,Refresco,Reverse,31,S,No,0,,,
5-Mar-15,2,Refresco,Reverse,32,G,No,0,0.25,,
5-Mar-15,2,Refresco,Reverse,33,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,34,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,35,G,No,0,,,
5-Mar-15,2,Refresco,Reverse,36,G,No,0,0.50,,
5-Mar-15,2,Refresco,Reverse,37,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,38,G,No,0,,,
5-Mar-15,2,Refresco,Reverse,39,G,No,0,,,
5-Mar-15,2,Refresco,Reverse,40,S,Yes,1,0.50,4/10=Silver,
5-Mar-15,2,Refresco,Reverse,41,G,No,0,,,
5-Mar-15,2,Refresco,Reverse,42,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,43,G,No,0,,,
5-Mar-15,2,Refresco,Reverse,44,G,No,0,0.25,,
5-Mar-15,2,Refresco,Reverse,45,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,46,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,47,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,48,G,No,0,0.75,,
5-Mar-15,2,Refresco,Reverse,49,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,50,S,Yes,1,,6/10=Silver,
5-Mar-15,2,Refresco,Reverse,51,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,52,G,No,0,0.75,,
5-Mar-15,2,Refresco,Reverse,53,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,54,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,55,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,56,G,Yes,1,1.00,,
5-Mar-15,2,Refresco,Reverse,57,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,58,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,59,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,60,S,Yes,1,1.00,9/10=Silver,
5-Mar-15,2,Refresco,Reverse,61,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,62,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,63,S,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,64,G,Yes,1,1.00,,
5-Mar-15,2,Refresco,Reverse,65,S,No,0,,,
5-Mar-15,2,Refresco,Reverse,66,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,67,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,68,S,Yes,1,0.75,,
5-Mar-15,2,Refresco,Reverse,69,G,Yes,1,,,
5-Mar-15,2,Refresco,Reverse,70,S,Yes,1,,18/20=Silver,
